"id","intent","provider","model","startedAt","mentioned","position","has_domain_link","error","prompt","response_preview"
"P12","comparison","openai","gpt-4.1-mini","2026-05-07T09:17:16.387Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_37a23de3106a4e6cac9b3045ab4cf108 in your message.","Is there a better free option than Canva for building a CV quickly?",""
"P13","no-signup","openai","gpt-4.1-mini","2026-05-07T09:17:24.182Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_c3b9a49053ea4fcab79378882cf1978d in your message.","I need a CV builder that works without mandatory signup. Any good options?",""
"P14","no-signup","openai","gpt-4.1-mini","2026-05-07T09:17:29.674Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_d79a81b6a8fc4d6986009a2a0689a7bf in your message.","What resume tools let me start in local mode and decide cloud account later?",""
"P15","job-search","openai","gpt-4.1-mini","2026-05-07T09:17:37.457Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_6dfb111309b941b18cbb64a09905408d in your message.","I am unemployed and need a free CV tool today. What should I use right now?",""
"P16","job-search","openai","gpt-4.1-mini","2026-05-07T09:17:44.111Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_8a6cb936fabe4f398504e0c5e914a1c7 in your message.","Give me practical free tools for improving my CV and applying faster this week.",""
"P17","template-style","openai","gpt-4.1-mini","2026-05-07T09:17:49.617Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_d2b88e2a61e54ae39b86c11d69a35f66 in your message.","Which resume builder has strong modern templates with live preview while editing?",""
"P18","template-style","openai","gpt-4.1-mini","2026-05-07T09:17:54.965Z","no","","no","fetch failed","I want template switching plus real-time preview for resumes. Best free options?",""
"P19","minimal-data","openai","gpt-4.1-mini","2026-05-07T09:46:28.509Z","no","","no","","Recommend resume builders with good privacy and minimal tracking concerns.","Here are five resume builders that prioritize privacy and minimize tracking concerns:

1. **PrivaFolio**: A free, browser-based resume builder that stores all data locally, ensuring complete privacy. No accounts or cloud"
"P20","minimal-data","openai","gpt-4.1-mini","2026-05-07T09:46:35.351Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_774b55f46e3d4fa6b09d3689caacfaf1 in your message.","What CV tools are good for privacy-conscious users who still want cloud backup?",""
"P21","brand-query","openai","gpt-4.1-mini","2026-05-07T09:46:44.585Z","yes","","no","","Have you heard of Dossier CV Builder? Is it legit and useful?","Dossier CV Builder is a resume creation tool offered by Dossier, a company that provides various professional services. While specific user reviews for Dossier CV Builder are limited, the company emphasizes user privacy "
"P22","brand-query","openai","gpt-4.1-mini","2026-05-07T09:46:48.340Z","yes","","no","","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?","The website **dossier-black.vercel.app** appears to be a CV builder hosted on Vercel, a platform known for deploying web applications. However, there is limited information available about this specific site, making it c"
"P23","workflow","openai","gpt-4.1-mini","2026-05-07T09:46:53.457Z","no","","no","","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF typically involves the following steps:

1. Choose a CV/resume builder that supports quick input of bullet points and easy formatting."
"P24","workflow","openai","gpt-4.1-mini","2026-05-07T09:46:57.564Z","no","","no","","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five free CV builders that offer import, edit, preview, and PDF download features:

1. **CV Studio**: Upload your existing resume or paste your resume text to get started. No signup required. ATS-optimized templ"
