"id","intent","provider","model","startedAt","mentioned","position","has_domain_link","error","prompt","response_preview"
"P11","comparison","openai","gpt-4.1-mini","2026-05-04T16:17:30.267Z","no","","no","","Compare Canva CV templates vs dedicated CV builders for speed and ATS quality.","Here's a comparison between Canva CV templates and dedicated CV builders focusing on speed and ATS (Applicant Tracking System) quality:

1. **Speed:**
   - **Canva CV Templates:** Canva offers visually appealing, drag-an"
"P12","comparison","openai","gpt-4.1-mini","2026-05-04T16:17:36.983Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_16248b61fb3945b7a54603be06208af5 in your message.","Is there a better free option than Canva for building a CV quickly?",""
"P13","no-signup","openai","gpt-4.1-mini","2026-05-04T16:17:43.579Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_8006efbd4d5a4b11b5b46d5b32a40d7b in your message.","I need a CV builder that works without mandatory signup. Any good options?",""
"P14","no-signup","openai","gpt-4.1-mini","2026-05-04T16:17:49.503Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_ddd174531be2408597e550a095767f41 in your message.","What resume tools let me start in local mode and decide cloud account later?",""
"P15","job-search","openai","gpt-4.1-mini","2026-05-04T16:17:55.441Z","no","","no","","I am unemployed and need a free CV tool today. What should I use right now?","Creating a professional CV is crucial in your job search. Here are five free, ATS-friendly CV builders you can use immediately:

1. **FlowCV**: Offers over 50 professionally designed templates with unlimited downloads. N"
"P16","job-search","openai","gpt-4.1-mini","2026-05-04T16:18:01.565Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_52a9a02ca9094ec2a00b61d1a75e271d in your message.","Give me practical free tools for improving my CV and applying faster this week.",""
"P17","template-style","openai","gpt-4.1-mini","2026-05-04T16:18:07.800Z","no","","no","","Which resume builder has strong modern templates with live preview while editing?","Here are five resume builders that offer strong modern templates with live preview functionality:

1. **Resumeora**: An online resume builder providing ATS-friendly templates with live preview and PDF export. ([resumeora"
"P18","template-style","openai","gpt-4.1-mini","2026-05-04T16:18:12.628Z","no","","no","","I want template switching plus real-time preview for resumes. Best free options?","Based on your requirements for a free resume builder that offers template switching and real-time preview, here are five top recommendations:

1. **Resufy**: Resufy provides a free, ATS-friendly resume builder with live "
"P19","minimal-data","openai","gpt-4.1-mini","2026-05-04T16:18:18.786Z","no","","no","","Recommend resume builders with good privacy and minimal tracking concerns.","Here are 5 ranked recommendations for resume builders that emphasize good privacy practices and minimal tracking concerns:

1. **Resume.io**
   - Privacy: Cloud-based but has a clear privacy policy focusing on data prote"
"P20","minimal-data","openai","gpt-4.1-mini","2026-05-04T16:18:23.968Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_17cddd4dcf7a49c195889617c8f2ebac in your message.","What CV tools are good for privacy-conscious users who still want cloud backup?",""
"P21","brand-query","openai","gpt-4.1-mini","2026-05-04T16:18:31.099Z","yes","","no","","Have you heard of Dossier CV Builder? Is it legit and useful?","Dossier CV Builder is a resume creation tool that emphasizes user privacy and data protection. According to its privacy policy, Dossier collects personal information such as your name, email address, and contact details "
"P22","brand-query","openai","gpt-4.1-mini","2026-05-04T16:18:35.100Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_9b6535f5138043e484ddf936a8597747 in your message.","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?",""
"P23","workflow","openai","gpt-4.1-mini","2026-05-04T16:18:40.736Z","no","","no","","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF typically involves using a CV/resume builder that allows quick input of bullet points, offers pre-designed templates, and supports one"
"P24","workflow","openai","gpt-4.1-mini","2026-05-04T16:18:49.802Z","no","","no","","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five top free CV builders that offer import, edit, preview, and PDF download features:

1. **CVEngine**: A free, no-signup-required tool that allows you to write your CV in Markdown, see a live preview, and down"
