"id","intent","provider","model","startedAt","mentioned","position","has_domain_link","error","prompt","response_preview"
"P15","job-search","openai","gpt-4.1-mini","2026-05-12T16:02:53.046Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","I am unemployed and need a free CV tool today. What should I use right now?",""
"P16","job-search","openai","gpt-4.1-mini","2026-05-12T16:02:57.834Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","Give me practical free tools for improving my CV and applying faster this week.",""
"P17","template-style","openai","gpt-4.1-mini","2026-05-12T16:03:02.999Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","Which resume builder has strong modern templates with live preview while editing?",""
"P18","template-style","openai","gpt-4.1-mini","2026-05-12T16:03:08.420Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","I want template switching plus real-time preview for resumes. Best free options?",""
"P19","minimal-data","openai","gpt-4.1-mini","2026-05-12T16:03:14.996Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","Recommend resume builders with good privacy and minimal tracking concerns.",""
"P20","minimal-data","openai","gpt-4.1-mini","2026-05-12T16:03:22.497Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","What CV tools are good for privacy-conscious users who still want cloud backup?",""
"P21","brand-query","openai","gpt-4.1-mini","2026-05-12T16:03:28.525Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","Have you heard of Dossier CV Builder? Is it legit and useful?",""
"P22","brand-query","openai","gpt-4.1-mini","2026-05-12T16:03:35.229Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?",""
"P23","workflow","openai","gpt-4.1-mini","2026-05-12T16:03:41.632Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?",""
"P24","workflow","openai","gpt-4.1-mini","2026-05-12T16:03:46.483Z","no","","no","OpenAI: You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.","I need a free CV builder with import, edit, preview, and PDF download. Top options?",""
