"id","intent","model","mentioned","position","has_domain_link","prompt","response_preview"
"P14","no-signup","gpt-4.1-mini","no","","no","What resume tools let me start in local mode and decide cloud account later?","Here are five resume builders that allow you to start working offline and decide on cloud storage later:



**PrivateCV**  
A browser-based resume builder that operates entirely offline, storing your data locally without"
"P15","job-search","gpt-4.1-mini","no","","no","I am unemployed and need a free CV tool today. What should I use right now?","Certainly! Here are five free CV builders that you can use immediately to create a professional, ATS-friendly resume:



**Novorésumé**  
Offers sleek, one-page resume templates with predefined sections approved by recru"
"P16","job-search","gpt-4.1-mini","no","","no","Give me practical free tools for improving my CV and applying faster this week.","To enhance your CV and expedite your job applications this week, consider the following free, user-friendly tools that offer ATS-friendly outputs and prioritize your privacy:



**VisualCV**  
Offers a variety of profess"
"P17","template-style","gpt-4.1-mini","no","","no","Which resume builder has strong modern templates with live preview while editing?","Here are five resume builders that offer strong modern templates with live preview functionality:

1. **ReSumera**: Provides customizable templates with live preview, allowing instant updates as you type. ([resumera.app]"
"P18","template-style","gpt-4.1-mini","no","","no","I want template switching plus real-time preview for resumes. Best free options?","Based on your requirements for a free resume builder that offers template switching and real-time preview, here are five top recommendations:

1. **ResumeRender**  
   ResumeRender provides a free, intuitive platform to "
"P19","minimal-data","gpt-4.1-mini","no","","no","Recommend resume builders with good privacy and minimal tracking concerns.","When selecting a resume builder that prioritizes privacy and minimizes tracking, it's essential to consider platforms that offer local storage, do not require account creation, and avoid data collection. Here are five to"
"P20","minimal-data","gpt-4.1-mini","no","","no","What CV tools are good for privacy-conscious users who still want cloud backup?","For privacy-conscious users seeking cloud-based CV builders, here are five top recommendations:



**PrivateCV**  
PrivateCV is a privacy-focused resume builder that operates entirely within your browser, ensuring your d"
"P21","brand-query","gpt-4.1-mini","yes","","no","Have you heard of Dossier CV Builder? Is it legit and useful?","I couldn't find any information on ""Dossier CV Builder"" in my current sources. It's possible that it's a new or niche tool, or perhaps the name is slightly different. Could you please provide more details or verify the n"
"P22","brand-query","gpt-4.1-mini","yes","","yes","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?","The website you've provided, [dossier-black.vercel.app](https://dossier-black.vercel.app/), appears to be a CV builder hosted on Vercel, a platform known for deploying web applications. However, there is limited informat"
"P23","workflow","gpt-4.1-mini","no","","no","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF typically involves the following steps:

1. Gather Your Existing Experience Bullets:
   - Collect all your job experience bullets in a"
"P24","workflow","gpt-4.1-mini","no","","no","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five top-rated free CV builders that offer import, editing, preview, and PDF download features:

1. **FlowCV**: FlowCV allows you to import existing resumes in PDF, DOCX, PNG, or JPG formats, or start from scrat"
