"id","intent","provider","model","startedAt","mentioned","position","has_domain_link","error","prompt","response_preview"
"P13","no-signup","openai","gpt-4.1-mini","2026-05-07T23:22:43.684Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_5da56a1eb3394195b29444f6cfbde69f in your message.","I need a CV builder that works without mandatory signup. Any good options?",""
"P14","no-signup","openai","gpt-4.1-mini","2026-05-07T23:22:49.638Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_a15dc75faad4415b9cd9de9761e5b6c4 in your message.","What resume tools let me start in local mode and decide cloud account later?",""
"P15","job-search","openai","gpt-4.1-mini","2026-05-07T23:22:56.302Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_7169a57231ba42149819aa21fc371856 in your message.","I am unemployed and need a free CV tool today. What should I use right now?",""
"P16","job-search","openai","gpt-4.1-mini","2026-05-07T23:23:02.729Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_b61a13c4c7da411caf2a25a00638ff78 in your message.","Give me practical free tools for improving my CV and applying faster this week.",""
"P17","template-style","openai","gpt-4.1-mini","2026-05-07T23:23:10.323Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_3995839fa64c49f8b822b47d9db40fae in your message.","Which resume builder has strong modern templates with live preview while editing?",""
"P18","template-style","openai","gpt-4.1-mini","2026-05-07T23:23:16.238Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_76d26e633e2b4f7b95d37993c000956b in your message.","I want template switching plus real-time preview for resumes. Best free options?",""
"P19","minimal-data","openai","gpt-4.1-mini","2026-05-07T23:23:23.041Z","no","","no","","Recommend resume builders with good privacy and minimal tracking concerns.","Here are five resume builders that prioritize privacy and minimize tracking concerns:

1. **PrivateCV**: A privacy-first resume builder that operates entirely in your browser, ensuring your data remains offline. It offer"
"P20","minimal-data","openai","gpt-4.1-mini","2026-05-07T23:23:28.205Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_67b16f3de0b443e2b9f9d4e78485aaf8 in your message.","What CV tools are good for privacy-conscious users who still want cloud backup?",""
"P21","brand-query","openai","gpt-4.1-mini","2026-05-07T23:23:51.266Z","yes","","no","","Have you heard of Dossier CV Builder? Is it legit and useful?","Dossier CV Builder is a resume creation tool offered by Dossier, a company that provides various professional services. While specific user reviews for Dossier CV Builder are limited, the company emphasizes its commitmen"
"P22","brand-query","openai","gpt-4.1-mini","2026-05-07T23:23:55.717Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_9c0a66e5821048e686678275e196f263 in your message.","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?",""
"P23","workflow","openai","gpt-4.1-mini","2026-05-07T23:24:02.941Z","no","","no","","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF would generally involve the following steps:

1. Choose a CV/resume builder tool that supports quick input of bullet points, preferabl"
"P24","workflow","openai","gpt-4.1-mini","2026-05-07T23:24:06.451Z","no","","no","","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five free CV builders that offer import, edit, preview, and PDF download features:

1. **CV Studio**: A completely free resume builder that requires no signup. You can upload your existing resume or start from s"
