"id","intent","model","mentioned","position","has_domain_link","prompt","response_preview"
"P15","job-search","gpt-4.1-mini","no","","no","I am unemployed and need a free CV tool today. What should I use right now?","Creating a professional CV is crucial in your job search. Here are five free, user-friendly CV builders that offer ATS-friendly templates and varying privacy considerations:



**FlowCV**  
FlowCV provides a clean, moder"
"P16","job-search","gpt-4.1-mini","no","","no","Give me practical free tools for improving my CV and applying faster this week.","Certainly! Here are five practical, free tools to help you enhance your CV and expedite your job applications:



**JobJourney**  
Offers a comprehensive free tier with AI-powered features, including ATS analysis, cover "
"P17","template-style","gpt-4.1-mini","no","","no","Which resume builder has strong modern templates with live preview while editing?","Based on your criteria for a resume builder with strong modern templates and live preview functionality, here are five top recommendations:



**ReCreateResume**  
Offers modern, ATS-optimized templates with real-time ed"
"P18","template-style","gpt-4.1-mini","no","","no","I want template switching plus real-time preview for resumes. Best free options?","Based on your requirements for a free resume builder that offers template switching and real-time preview, here are five top recommendations:



**Letswork**  
Letswork provides a modern online resume builder with profes"
"P19","minimal-data","gpt-4.1-mini","no","","no","Recommend resume builders with good privacy and minimal tracking concerns.","When selecting a resume builder that prioritizes privacy and minimizes tracking, it's essential to choose platforms that process your data locally and avoid storing it on external servers. Here are five top recommendatio"
"P20","minimal-data","gpt-4.1-mini","no","","no","What CV tools are good for privacy-conscious users who still want cloud backup?","For privacy-conscious users seeking cloud-based CV builders, here are five top recommendations:



**OpenResume**  
An open-source, privacy-focused resume builder that stores your data locally in your browser, ensuring y"
"P21","brand-query","gpt-4.1-mini","yes","","no","Have you heard of Dossier CV Builder? Is it legit and useful?","I couldn't find specific information about a ""Dossier CV Builder."" However, there is a company named Dossier that sells perfumes, which has received numerous customer complaints regarding unauthorized charges and poor cu"
"P22","brand-query","gpt-4.1-mini","yes","","no","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?","The website [dossier-black.vercel.app](https://dossier-black.vercel.app/) appears to be a CV builder tool. However, there is limited publicly available information or reviews about this specific platform. Without user te"
"P23","workflow","gpt-4.1-mini","no","","no","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF typically involves the following steps:

1. Choose a CV builder tool that supports quick input and editing of bullet points.
2. Import"
"P24","workflow","gpt-4.1-mini","no","","no","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five free CV builders that offer import, editing, preview, and PDF download features, along with their privacy considerations:



**CVEngine**  
A free, no-signup-required tool that allows you to write your CV i"
