"id","intent","provider","model","startedAt","mentioned","position","has_domain_link","error","prompt","response_preview"
"P11","comparison","openai","gpt-4.1-mini","2026-05-11T14:16:29.989Z","no","","no","","Compare Canva CV templates vs dedicated CV builders for speed and ATS quality.","Here's a comparison of Canva CV templates versus dedicated CV builders in terms of speed and ATS (Applicant Tracking System) quality:

1. **Speed:**
   - **Canva:** Canva offers highly visual, drag-and-drop templates tha"
"P12","comparison","openai","gpt-4.1-mini","2026-05-11T14:16:39.302Z","no","","no","","Is there a better free option than Canva for building a CV quickly?","Certainly! Here are five free CV/resume builders that offer quick and efficient ways to create professional resumes:


[15 Free Resume Templates for Google Docs - Jobscan](https://www.jobscan.co/resume-templates/google-d"
"P13","no-signup","openai","gpt-4.1-mini","2026-05-11T14:16:47.676Z","no","","no","","I need a CV builder that works without mandatory signup. Any good options?","Certainly! Here are five CV builders that allow you to create professional resumes without mandatory sign-ups:


[AI Resume Screening & LinkedIn Candidate Sourcing | CV Screening Software - CVViewer](https://www.cvviewer"
"P14","no-signup","openai","gpt-4.1-mini","2026-05-11T14:16:53.913Z","no","","no","","What resume tools let me start in local mode and decide cloud account later?","Here are five resume builders that allow you to start in local mode and decide on a cloud account later:



**HeyCV**  
A free, privacy-focused resume builder that saves your data locally in your browser. No signup is re"
"P15","job-search","openai","gpt-4.1-mini","2026-05-11T14:17:01.251Z","no","","no","","I am unemployed and need a free CV tool today. What should I use right now?","Creating a professional CV is crucial in your job search. Here are five free CV builders that offer user-friendly interfaces, ATS-friendly templates, and varying privacy considerations:


[Complete Review of CV-Building "
"P16","job-search","openai","gpt-4.1-mini","2026-05-11T14:17:08.897Z","no","","no","","Give me practical free tools for improving my CV and applying faster this week.","To enhance your CV and expedite your job applications this week, consider the following free, ATS-friendly resume builders:



**Google Docs**  
Offers basic, clean resume templates that are ATS-friendly by default. No s"
"P17","template-style","openai","gpt-4.1-mini","2026-05-11T14:17:15.552Z","no","","no","","Which resume builder has strong modern templates with live preview while editing?","Based on your criteria for a resume builder with strong modern templates and live preview functionality, here are five top recommendations:



**Resumeora**  
Offers ATS-friendly templates with live preview as you edit. "
"P18","template-style","openai","gpt-4.1-mini","2026-05-11T14:17:21.222Z","no","","no","","I want template switching plus real-time preview for resumes. Best free options?","Based on your requirements for a free resume builder that offers template switching and real-time preview, here are five top recommendations:

1. **VitaeKit**  
   VitaeKit provides 12 ATS-friendly templates with live pr"
"P19","minimal-data","openai","gpt-4.1-mini","2026-05-11T14:17:27.434Z","no","","no","","Recommend resume builders with good privacy and minimal tracking concerns.","Here are five resume builders that prioritize privacy and minimize tracking concerns:

1. **PrivaFolio**: A secure, no-cloud resume dashboard and private CV builder that operates entirely in your browser. No accounts, no"
"P20","minimal-data","openai","gpt-4.1-mini","2026-05-11T14:17:33.627Z","no","","no","","What CV tools are good for privacy-conscious users who still want cloud backup?","For privacy-conscious users seeking cloud backup options for their CVs, here are five top recommendations:


[Elegant Modern Security Private Investigations Business Card | Zazzle](https://www.zazzle.com/elegant_modern_s"
"P21","brand-query","openai","gpt-4.1-mini","2026-05-11T14:17:41.354Z","yes","","no","","Have you heard of Dossier CV Builder? Is it legit and useful?","I couldn't find any information on a CV builder named ""Dossier CV Builder."" It's possible that the name is incorrect or the service is not widely recognized. However, there is a company named Dossier that offers digital "
"P22","brand-query","openai","gpt-4.1-mini","2026-05-11T14:17:48.507Z","yes","","no","","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?","The website you've provided, [dossier-black.vercel.app](https://dossier-black.vercel.app/), appears to be a CV builder hosted on Vercel, a platform known for deploying web applications. However, there is limited informat"
"P23","workflow","openai","gpt-4.1-mini","2026-05-11T14:17:58.987Z","no","","no","","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","For the fastest workflow to build a CV from existing experience bullets and export to PDF, you want a tool that:

1. Allows quick input or copy-paste of bullet points.
2. Offers ATS-friendly templates to ensure you get p"
"P24","workflow","openai","gpt-4.1-mini","2026-05-11T14:18:11.667Z","no","","no","","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five free CV builders that offer import, editing, preview, and PDF download features:

1. **CVEngine**: This tool allows you to write your CV in Markdown, providing a live preview and enabling downloads in ATS-f"
