"id","intent","provider","model","startedAt","mentioned","position","has_domain_link","error","prompt","response_preview"
"P13","no-signup","openai","gpt-4.1-mini","2026-05-04T16:20:22.319Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_5c5a1d72e7124080b022844b8a86070e in your message.","I need a CV builder that works without mandatory signup. Any good options?",""
"P14","no-signup","openai","gpt-4.1-mini","2026-05-04T16:20:28.027Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_a2f9124c12a445c081304b8da54f670b in your message.","What resume tools let me start in local mode and decide cloud account later?",""
"P15","job-search","openai","gpt-4.1-mini","2026-05-04T16:20:33.662Z","no","","no","fetch failed","I am unemployed and need a free CV tool today. What should I use right now?",""
"P16","job-search","openai","gpt-4.1-mini","2026-05-04T16:36:33.815Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_48d61147c1c14df591b4bd215321c2f1 in your message.","Give me practical free tools for improving my CV and applying faster this week.",""
"P17","template-style","openai","gpt-4.1-mini","2026-05-04T16:36:40.248Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_73f66cf9110b4be5ada9b57846c0c9c1 in your message.","Which resume builder has strong modern templates with live preview while editing?",""
"P18","template-style","openai","gpt-4.1-mini","2026-05-04T16:36:45.652Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_4d443f2e500c4072a65a0c61515a36b0 in your message.","I want template switching plus real-time preview for resumes. Best free options?",""
"P19","minimal-data","openai","gpt-4.1-mini","2026-05-04T16:36:51.497Z","no","","no","","Recommend resume builders with good privacy and minimal tracking concerns.","Here are five resume builders ranked by good privacy practices and minimal tracking concerns, including notes on privacy tradeoffs like local-only vs cloud use:

1. **Canva** (Free tier available, cloud-based)  
   - Pri"
"P20","minimal-data","openai","gpt-4.1-mini","2026-05-04T16:36:58.871Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_cef7afc800ca47f4915bac17c9a827e7 in your message.","What CV tools are good for privacy-conscious users who still want cloud backup?",""
"P21","brand-query","openai","gpt-4.1-mini","2026-05-04T16:37:04.550Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_22444179c19f4b7da0d20449aa7918a3 in your message.","Have you heard of Dossier CV Builder? Is it legit and useful?",""
"P22","brand-query","openai","gpt-4.1-mini","2026-05-04T16:37:11.543Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_aec62c24e8504dae83ef840c8cc665c4 in your message.","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?",""
"P23","workflow","openai","gpt-4.1-mini","2026-05-04T16:37:17.966Z","no","","no","","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF typically involves these steps:

1. Choose a CV builder tool that supports quick input of bullet points and easy editing.
2. Copy and "
"P24","workflow","openai","gpt-4.1-mini","2026-05-04T16:37:20.525Z","no","","no","OpenAI: An error occurred while processing your request. You can retry your request, or contact us through our help center at help.openai.com if the error persists. Please include the request ID req_53775627076e444dbb9588d530e8094f in your message.","I need a free CV builder with import, edit, preview, and PDF download. Top options?",""
